date,time,COND,,FC,,FLOW,,NH3_N,,NO2_NO3,,OP_DIS,,OXYGEN,,PH,,PRESS,,SUSSOL,,TEMP,,TP_P,,TP_PInLine,,TP_P_ICP,,TPN,,TURB,,Turb-JTU,
,,(umhos/cm),,(#/100ml),,(CFS),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(pH),,(mm/Hg),,(mg/L),,(deg C),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(NTU),,(JTU),
2/4/2014,16:25,307,,1,U,1810,,0.019,,2.11,,0.0656,,12.9,,8.12,,724.408,,4,,0.04,,0.0914,,,,,,2.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,
3/4/2014,15:10,270,,25,,169,,0.031,,2.39,,0.0682,,12.3,,7.92,,711.454,,13,,1.55,J,0.116,,,,,,2.66,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,
4/8/2014,16:47,180,,2,,227,,0.01,U,1.43,,0.0347,,9.6,,8.15,,711.708,,7,,,,0.0758,,,,,,1.62,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
5/6/2014,15:15,189,,12,,180,,0.013,,0.388,,0.0221,,9.95,,8.75,,709.168,,6,,16.3,,0.0578,,,,,,0.625,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,
6/3/2014,16:10,312,,48,,33,,0.019,,0.344,,0.0117,,9.6,,8.71,,708.66,,6,,22.83,,0.0379,,,,,,0.682,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,
7/8/2014,15:25,371,,52,,18,,0.018,,0.46,,0.0167,,11.44,,8.78,,711.454,,4,,,,0.0297,,,,,,0.746,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,
8/5/2014,16:15,424,,26,,12,,0.019,,0.725,,0.0129,,12.2,,8.68,,709.676,,5,,22.73,,0.0199,,,,,,0.949,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,
9/9/2014,15:30,433,,17,,7.5,,0.014,,0.816,,0.0106,,13.03,,8.67,,711.454,,4,,17.2,,0.0373,,,,,,0.993,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,
10/7/2014,15:40,425,,16,,8,,0.014,,0.745,,0.0108,,12.34,,8.59,,709.422,,1,,14.18,J,0.0175,,,,,,0.898,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,
11/4/2014,14:40,374,,110,,17,,0.014,,0.57,,0.0253,,11.1,,8.38,,713.994,,2,,,,0.033,,,,,,0.717,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,
12/2/2014,15:30,,,,,,,,,,,,,,,,,718.82,,,,,,,,,,,,,,,,,
1/6/2015,15:45,267,,59,,61,,0.037,,2.27,,0.0573,,12.64,,7.97,,722.122,,4,,,,0.0963,,,,,,2.79,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
2/3/2015,15:10,188,,13,,263,,0.01,U,3.05,,0.0538,,11.84,,7.96,,714.502,,10,,,,0.0912,,,,,,3.62,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
3/3/2015,14:55,238,,5,,104,,0.01,U,3.27,,0.0445,,12.04,,8.1,,717.296,,4,,,,0.0715,,,,,,3.81,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
4/7/2015,16:15,184,,21,,341,,0.011,,2.65,,0.0327,,10.1,,8.18,,708.406,,11,,,,0.0717,,,,,,2.68,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
5/5/2015,15:09,281,,3,,49,,0.014,,0.65,,0.0048,,10.95,,8.96,,711.708,,2,U,17.4,,0.0194,,,,,,0.902,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,
6/2/2015,15:15,308,,24,,34,,0.03,,0.939,,0.0439,,9.25,,8.56,,711.2,,6,,19.83,,0.0739,,,,,,1.28,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,
7/7/2015,15:35,419,,21,,5,,0.018,,0.432,,0.0145,,12.39,,8.63,,709.93,,2,,24.17,,0.0259,,,,,,0.656,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,
8/4/2015,15:59,430,,14,,3,,0.012,,0.593,,0.006,,12.38,,8.71,,709.422,,3,,22.15,,0.0152,,,,,,0.764,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,
9/15/2015,17:15,442,,24,,4,,0.011,,0.582,,0.0064,,13.3,,8.56,,710.438,,3,,15.7,,0.013,,,,,,0.749,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,
"     Common data qualifiers:   U - not detected at the reported level,   J - estimated value  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Times are local (Pacific Standard or Pacific Daylight Savings).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colored background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indicates that result exceeded water quality standards -OR- contrasted strongly with historical results.   The November 2006 amendment to the water quality standards was incorporated beginning in January 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterisk * indicates possible quality problem for the result. You may wish to discuss the result with the station contact person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
